Colon	norm1	norm2	norm3	norm4	norm5	norm6	norm7	norm8	norm9	norm10	norm11	norm12	norm13	norm14	norm15	norm16	norm17	norm18	norm19	norm20	norm21	norm22	tumor1	tumor2	tumor3	tumor4	tumor5	tumor6	tumor7	tumor8	tumor9	tumor10	tumor11	tumor12	tumor13	tumor14	tumor15	tumor16	tumor17	tumor18	tumor19	tumor20	tumor21	tumor22	tumor23	tumor24	tumor25	tumor26	tumor27	tumor28	tumor29	tumor30	tumor31	tumor32	tumor33	tumor34	tumor35	tumor36	tumor37	tumor38	tumor39	tumor40
Gene1615	83.5025	78.44	42.0775	90.10625	96.7	164.85	57.55625	36.92375	25.86625	68.77	97.36	12.25875	20.3875	107.515	127.4075	74.755	67.14	76.56875	68.1575	114.32625	73.07375	52.23	16.61	44.21625	75.6575	56.9725	51.61875	96.31375	167.4525	171.735	107.1225	66.10375	61.28625	62.95375	52.08375	37.24125	186.305	23.44625	75.7325	68.5675	26.065	115.9275	64.4275	110.5275	135.4425	170.6075	70.995	68.38	48.12875	32.26625	130.99625	63.10375	48.38	54.125	57.6425	98.7175	66.325	30.59375	49.0925	93.96875	61.26125	224.71125
Gene1616	87.62875	36.20875	46.9275	61.59375	103.8525	116.1325	56.67625	43.66375	58.03625	92.88375	57.8725	32.34625	37.70125	160.58375	344.42125	171.16	105.00375	48.72625	230.08	12.25375	72.3075	115.8675	132.25125	32.72375	148.6925	106.34125	59.0325	167.56625	105.82125	126.5575	92.67625	181.475	167.9725	130.045	76.41625	228.49625	54.49375	161.955	100.89625	75.035	51.245	60.6175	97.10125	224.8375	200.685	424.14875	504.48875	32.63625	23.52875	68.97375	153.3825	184.01375	50.21625	115.4375	78.49125	151.0375	23.60125	26.3625	132.03	34.5825	81.325	220.21
Gene1617	63.60238	66.66905	33.27024	72.0131	122.77857	92.50119	46.60595	24.15952	23.45833	58.82738	94.92143	14.40952	42.00952	71.34524	106.10952	142.53452	59.66309	96.63095	37.29405	78.78333	65.22381	45.31548	41.75595	85.65357	70.10119	95.79524	74.8131	144.66786	256.51071	223.81667	103.62976	72.81548	79.70833	126.15714	36.35357	61.44881	249.19643	66.64643	79.31905	54.7631	28.67976	69.86548	59.11548	248.22024	227.09524	149.21786	415.75238	33.38333	40.73333	12.23929	58.19167	101.82619	35.28333	40.24762	94.00238	23.02262	14.32976	22.51667	87.62857	75.21429	59.18691	343.96786
Gene1618	226.64125	54.10375	43.4775	91.57375	229.59	121.54625	87.46625	30.9975	16.03125	97.0625	318.65625	13.30125	77.57875	137.6925	200.0075	366.0375	99.575	106.4475	41.60875	49.19	74.73	53.8475	23.23625	73.435	229.41	120.22875	149.62	237.445	328.78625	193.8175	226.81625	125.5625	105.49625	211.9875	95.7175	77.1125	369.11375	34.58875	102.18125	30.62625	51.8875	101.1025	121.295	267.99375	405.51	183.77	274.5825	124.3	130.71	12.21	56.995	23.07625	59.2275	30.8025	93.7775	72.81375	37.5975	56.5875	113.005	191.49	32.75875	475.77
Gene1619	65.84375	55.93375	24.61	36.85	50.18625	83.48625	24.71375	39.89	42.9675	25.275	51.65125	16.9325	12.205	91.4375	124.7175	52.26125	58.86625	73.555	53.06375	41.27375	30.95375	22.76625	20.16125	31.285	37.085	58.1025	46.86625	102.105	117.85375	126.985	132.58	40.87875	45.47	74.24125	58.83	28.825	31.47875	34.39	63.85375	44.6725	20.375	53.16125	49.6375	136.97125	137.2575	123.30375	85.30625	42.91625	22.8325	49.62125	73.08625	77.1075	56.49875	30.02125	21.3475	23.575	34.4	29.4475	78.61125	58.43875	47.83875	134.2225
Gene1620	188.41905	68.40476	33.46667	78.16667	116.625	328.125	38.74286	20.76548	50.53095	70.02619	152.35476	15.92262	125.675	164.21548	506.64286	267.99524	167.04167	178.90595	84.73095	213.87976	246.09048	138.0119	57.42381	45.47738	216.54762	128.25238	150.58214	156.86071	239.57976	356.225	236.16667	232.49524	109.40119	183.40119	178.7131	92.18214	158.49167	135.7381	12.19167	183.99167	89.72738	111.51905	118.28095	544.72024	315.02619	657.82857	260.62738	127.37976	204.52381	28.05952	82.10714	262.425	170.01071	39.65238	99.75952	105.26071	90.79524	111.10952	279.8881	180.82381	138.8131	251.92857
Gene1621	44.44375	33.05125	55.45	75.24875	55.32125	77.9275	56.38625	50.085	42.99625	57.19125	67.3375	15.2975	86.44375	122.5625	143.61125	57.4075	111.93625	37.64	152.31625	40.56125	45.15375	99.07375	66.105	12.175	75.55625	24.50375	39.47625	39.3575	60.0675	98.4775	104.23125	70.4025	38.4625	107.055	38.30875	79.75125	37.32125	59.87875	81.18	67.24125	25.77625	36.58375	74.8675	146.62625	156.27125	213.36375	143.26625	51.6425	67.81375	33.04625	66.6525	146.31875	85.12875	33.4025	49.63375	79.37375	21.5675	31.71375	112.6425	41.89	43.4675	119.285
Gene1622	231.07625	244.465	73.57125	116.3525	165.62125	361.76125	100.01375	105.39625	52.8525	77.51	210.245	33.76	61.74375	87.29375	280.5325	344.245	240.73625	185.37625	334.04875	12.14625	135.39875	161.7625	63.1425	194.08375	210.66375	164.88	160.6975	429.07875	406.7225	269.3025	432.8775	60.35375	78.2075	345.74625	128.52625	109.04625	383.96875	91.22625	122.34	117.02625	278.895	148.795	202.10125	306.09	591.105	269.51375	384.385	192.51375	129.35375	61.465	262.04	186.0675	225.55125	141.23375	100.1975	95.38	553.56375	223.89875	149.06875	191.28375	143.90125	189.015
Gene1623	360.2525	147.55125	108.0275	112.03875	196.55125	341.325	82.21125	141.60875	30.05875	71.78	199.59875	26.61875	294.665	238.7975	691.62	475.3725	311.59375	378.56125	540.7475	73.1525	324.1925	284.3825	49.27375	88.025	169.78875	92.3725	151.82125	176.3725	484.00625	208.285	295.2475	70.77125	61.26625	147.89625	86.2825	73.0475	421.405	61.7675	82.69375	151.8475	94.73875	165.8375	107.97375	223.3675	574.70875	197.21	142.75875	107.51625	145.88875	12.1425	231.4475	180.8725	233.965	50.5175	63.79	251.735	257.91125	69.00875	151.89	99.54625	71.23	93.57875
Gene1624	107.1875	144.9475	38.0575	81.49375	71.98875	137.79125	90.5125	87.85875	36.8925	38.1775	143.895	12.10625	92.2975	102.565	109.22875	87.06375	72.34375	106.04125	144.61625	53.62625	103.89375	116.06	38.88	94.55375	85.27375	64.89625	76.44875	178.8875	177.905	170.03125	177.07	22.6	27.65375	176.725	59.40625	43.3425	161.4525	43.6925	85.885	99.41125	96.21	104.81125	139.9575	87.1975	240.42375	134.1375	147.545	125.6275	85.1275	37.57625	169.10125	111.34375	53.5275	57.295	59.11875	58.77875	95.4925	86.21375	85.6875	116.54375	91.76125	53.2175
Gene1625	63.80375	47.97125	30.5	55.96625	110.76125	60.27	44.25875	24.08125	17.025	39.98375	175.59875	14.8525	23.29375	67.74375	54.93375	122.71875	90.0925	73.9775	147.465	54.13125	94.41125	60.4825	23.96625	28.515	55.7975	39.10625	46.43125	82.43875	90.5825	82.52125	98.42625	37.98	42.41625	48.82	38.0475	30.315	89.00375	40.65125	62.21125	46.05375	22.6775	46.8225	106.43625	141.21875	176.67125	133.2425	141.97	39.08125	51.5325	17.34	22.29	62.06625	47.62875	25.02375	26.1325	42.13	12.09375	14.7125	22.935	104.11125	59.16375	110.865
Gene1626	265.09524	257.29405	56.96667	87.53691	87.68452	133.82024	132.00833	68.06667	82.33214	42.475	338.08571	18.56548	221.275	445.71786	386.1381	400.78214	290.20833	145.62024	467.52619	327.64881	363.36071	63.39881	97.07619	38.01786	197.85595	154.3881	130.72262	425.34048	67.725	191.43452	110.45714	41.98571	104.97857	408.86429	91.27262	89.98333	68.73095	48.04881	145.30357	321.47381	334.025	35.93333	246.74286	94.8881	623.36429	243.03333	539.26905	224.96667	89.625	88.37976	12.05952	392.48333	200.6881	44.50238	107.5631	152.08929	252.50357	301.2381	216.2619	233.68929	160.21429	113.11667
Gene1627	254.33571	37.79405	46.54643	28.37262	194.30952	173.61548	65.37976	42.54881	25.18333	78.02976	277.22857	11.99762	247.3881	278.1131	619.18095	560.74405	281.82738	102.80833	177.07143	154.55238	391.92143	215.82024	36.34286	22.78333	305.77738	85.32619	185.24286	125.40357	254.65476	458.28452	178.67738	184.25833	141.20476	281.9131	102.8369	175.44167	351.87738	87.68452	112.13333	187.16905	93.65833	60.28333	68.93333	515.49048	686.79048	481.1881	725.64167	73.58929	61.8	21.70357	41.84762	205.01548	114.89286	27.10357	88.55833	261.20952	153.32738	47.19167	273.67262	147.85119	215.84286	305.65238
Gene1628	176.14375	144.23375	28.5125	78.09375	141.9	285.4725	67.3275	61.97625	43.23875	56.53	190.36	11.9775	193.37125	195.1475	276.75	324.1525	164.63	161.25375	323.1475	324.25625	194.525	261.165	66.22125	99.83625	108.23125	174.34375	175.235	276.07875	294.5525	258.33875	325.53625	51.41375	54.55875	247.295	170.80375	95.90625	323.61125	89.4625	74.51	221.8075	224.7925	118.73125	142.8025	188.25625	504.44375	307.91625	396.59125	139.85	133.3175	48.52875	94.855	207.2425	214.165	95.3525	65.23875	148.1325	599.16	160.31	134.825	138.7025	235.385	115.34125
Gene1629	96.10952	113.90357	30.17024	81.89405	112.14048	107.6	51.29405	70.49643	22.64881	30.46429	145.64048	12.48333	27.45357	61.2869	48.65714	74.26429	57.15595	21.31429	105.81548	23.5631	47.96786	28.92976	11.97738	100.14881	84.04167	41.60119	42.62976	135.70119	175.3369	110.46786	135.62143	36.09167	23.175	53.5881	42.07857	25.78214	182.38214	40.72738	49.04524	38.4631	32.07262	89.97619	134.41548	47.46429	159.4619	73.92381	87.14286	76.37857	19.84405	17.78214	120.95	57.43691	95.72976	32.3631	25.42738	17.61667	82.14762	32.24167	55.77381	84.65476	40.97619	44.08333
Gene1630	120.11	46.35875	24.40875	31.64	33.85625	122.57875	37.46	42.67125	29.7275	20.00625	74.8225	18.74125	18.005	82.73375	179.2275	33.67125	65.8075	21.48875	35.16125	116.005	60.05	80.23	23.18875	21.7925	51.15625	114.87375	64.84375	105.1675	97.45375	229.1675	42.1425	59.28125	69.61125	69.19125	63.74125	58.91	98.89	58.51625	84.43	161.22375	73.16375	95.935	30.73125	345.3025	176.95625	200.99625	158.53875	78.32	88.35625	34.5725	123.55875	285.255	76.25	66.45625	55.03875	17.3725	11.97625	45.3375	82.14	86.54	27.00625	346.01875
Gene1631	86.22875	60.05125	11.9675	49.5625	49.33625	145.40125	49.885	13.7175	46.9875	34.035	82.775	18.68625	40.105	106.9275	204.27625	91.1275	54.83375	68.9925	68.3225	127.6475	102.9475	114.135	24.42125	26.6625	57.605	47.235	84.8825	87.30125	139.18875	205.81125	119.7675	72.365	104.87875	183.9125	106.52125	79.93875	49.65375	33.00375	63.1525	118.00875	55.10125	97.13625	42.27	469.0325	195.25625	491.595	200.915	76.095	70.0525	36.21625	77.3675	105.84625	66.74625	51.645	39.435	84.925	29.06875	43.1025	116.89	95.8475	175.04	610.515
Gene1632	101.70952	68.32857	31.67381	16.22381	47.85476	73.71309	22.82024	45.1	11.94643	16.27976	96.78571	12.24524	71.75714	104.55	143.99881	152.55714	142.40357	113.30476	116.3869	50.19405	66.64524	70.80714	15.47619	58.7869	93.30714	65.97619	45.26667	237.81071	139.21071	99.44167	185.93452	36.98691	30.5131	97.61667	65.98095	46.14643	131.24643	44.91786	33.89524	67.58929	105.34881	15.96905	69.83809	106.56667	201.01667	140.65595	110.20833	75.30357	71.72976	22.5619	198.39405	120.10357	88.99286	25.80595	37.38929	78.6381	137.41786	91.24762	96.17381	57.20952	48.8631	35.60714
Gene1633	278.09125	248.4825	170.7725	207.8875	392.10875	1100.2425	92.63875	182.85	46.3875	195.255	238.05875	54.61875	26.96875	11.93875	258.16625	204.4575	20.94375	140.1025	173.64375	21.80125	55.49625	18.415	37.63875	288.0775	262.0025	178.7025	162.975	314.02375	587.59	287.855	402.1075	101.1625	87.91125	266.63375	127.5925	102.2375	873.395	117.37	137.235	36.15625	48.39	372.8475	240.06	239.02625	232.2075	246.5975	223.63625	253.3375	48.10875	55.38375	917.48125	77.4325	236.39125	302.36125	217.33625	66.40875	482.62375	40.36125	51.685	226.02	35.04125	306.41625
Gene1634	230.945	122.97	18.73625	49.54625	37.86875	136.195	90.8175	87.29	47.28	31.34875	170.3275	11.9	86.9325	146.05375	260.055	304.16	60.88625	218.30875	284.505	61.1675	136.9975	80.46375	121.4	46.59875	269.39625	248.1475	242.915	654.455	597.165	418.6	264.57875	94.62625	97.14	361.60375	230.94	231.18	551.9225	150.85125	235.81	267.9475	213.73	138.57	121.7125	424.51625	322.28375	478.69625	668.67875	198.025	101.62875	96.59125	647.7625	331.68875	174.04125	95.72375	73.5825	71.835	68.58875	178.4975	174.66875	401.19875	181.82125	53.1775
Gene1635	265.425	59.41548	102.84286	86.92619	213.48214	188.66548	129.80238	60.54524	124.87262	192.76548	320.79167	58.64405	269.98571	289.35714	460.65595	661.30952	277.85833	112.56071	218.75357	65.50595	343.09881	216.55119	32.83571	30.91548	57.18452	35.31191	77.49881	46.06071	135.11786	72.35833	89.72619	190.12976	66.71071	79.11548	48.39881	30.58809	97.92262	30.96786	107.95595	66.55595	29.63929	39.65357	82.16071	127.08095	535.82857	151.39405	145.10119	49.87857	321.90833	20.7619	23.53809	91.66071	63.18452	12.83095	52.05833	240.06429	41.69286	11.85952	87.80357	70.80476	58.37024	180.28333
Gene1636	97.12375	49.16125	11.80625	90.96375	73.495	146.44125	53.75	24.18875	45.485	44.96	111.36	17.9425	29.05875	96.50125	177.6675	26.68875	973.055	27.71	92.99875	67.465	47.265	69.86	25.90125	52.01	60.59375	36.19125	63.885	109.45875	213.255	171.85	173.8025	82.15125	74.1225	124.545	70.23125	52.9375	153.58375	45.25875	124.3825	100.675	33.21375	121.28	45.73	171.25	195.335	94.6825	113.83375	78.32375	55.755	61.285	105.22125	114.49875	62.09375	71.80625	21.40625	22.42625	22.8775	52.4025	42.515	96.02125	40.97875	197.52
Gene1637	66.48	73.435	110.94875	70.23125	159.99375	262.74125	75.03625	74.78125	49.1475	132.07375	50.7	11.80125	98.4325	461.82	545.60125	394.69625	199.455	44.8025	254.83	453.0475	43.02625	214.05	139.4275	45.09625	309.21875	201.10625	101.5925	398.51875	300.81125	160.145	249.15375	282.14125	272.055	673.14625	75.27375	254.39375	487.7875	321.65875	143.49875	249.93875	147.60375	182.24625	153.66	785.81125	238.80625	585.08875	1643.8725	48.5925	187.6675	123.3975	261.5775	311.8475	165.34	177.14125	212.2475	462.20375	319.57875	231.925	163.26125	103.77625	240.9625	1186.075
Gene1638	405.60476	319.14167	621.8119	588.62619	1169.7274	1050.3952	183.4631	271.04881	11.80119	804.64048	605.94405	52.80119	204.21905	289.3869	403.90119	607.32262	269.41905	276.87024	283.82381	347.60238	338.79167	207.05714	94.18214	374.70238	358.15714	293.13452	287.56548	387.425	1082.6845	673.44048	526.36071	346.57619	318.92976	499.65119	140.56905	231.53929	1426.3952	230.67143	339.60714	212.6631	89.67738	502.09167	325.69405	369.65714	535.99286	322.44286	589.94048	324.40833	282.48571	56.78333	805.3631	291.48214	215.60119	415.49643	603.7619	213.28452	232.15952	121.37143	310.14405	606.31786	175.99405	1378.4643
Gene1639	122.66875	51.7475	44.6725	49.54875	256.39	73.645	41.71875	50.615	30.73375	92.155	136.61375	37.265	102.01	169.22375	178.915	365.36375	84.40375	148.78875	86.21375	87.4925	319.28625	68.99	37.43125	11.7825	127.59375	51.1975	129.82875	100.7275	225.885	271.3875	155.26375	120.7425	73.9275	138.685	64.09125	51.30875	184.6875	84.045	42.56	106.05625	23.08125	43.64375	60.975	304.2225	465.505	187.75625	299.27375	34.03875	87.54875	27.7625	18.4875	83.04375	55.49375	29.8775	110.1325	143.4575	53.9675	17.96375	107.32875	65.09375	79.5825	215.06
Gene1640	79.2875	81.46375	44.69125	66.9275	51.88125	70.90875	58.06125	42.445	21.76375	47.25625	67.7075	11.78	32.71	50.865	117.13	96.0425	68.68875	49.22125	103.14375	33.8025	59.0625	46.0125	21.79625	68.6575	104.7025	36.5525	33.5575	74.29125	195.45875	84.2875	136.57375	33.54875	18.5975	57.32625	40.78	12.95625	258.3675	37.4675	50.6675	32.68875	44.24875	97.77375	81.55875	46.40625	152.1825	134.50625	35.04375	68.72625	20.31875	23.0125	175.14875	58.1375	94.5275	66.47625	45.3275	15.1525	183.9725	28.79	71.48375	46.14375	18.0475	41.47125
Gene1641	74.2275	15.2225	27.265	39.29	85.66125	115.5425	27.76875	62.39375	12.8325	46.01375	60.81875	14.39375	11.77375	170.0275	179.8175	64.205	63.35125	66.2075	159.6075	100.5825	81.74625	68.61375	19.20625	315.97	94.45	65.88	43.92875	60.95625	168.48125	113.61875	141.68625	66.205	72.05125	120.355	56.62375	31.9375	123.24375	27.55	50.5075	136.1575	27.50625	103.1925	82.0975	253.00625	207.6925	192.83375	191.0075	53.5225	83.72375	30.41125	139.775	78.4175	24.0275	34.00625	53.01625	115.69625	142.16125	39.78125	56.095	98.27625	118.85625	201.01
Gene1642	194.09048	260.23571	103.55238	118.06548	99.69405	166.76667	148.56905	31.59405	41.36667	94.86667	220.08333	25.53452	190.56548	224.09167	209.94881	193.14167	232.37381	164.47857	242.925	83.75595	168.04524	149.43333	63.33571	183.9119	283.9631	79.45	71.64762	207.85476	123.95357	162.12024	154.04762	11.76905	43.33214	227.00238	72.31667	45.3631	59.19524	33.28095	149.50714	138.4619	150.10238	45.57738	147.14405	77.20595	428.04286	199.30238	184.44524	144.97024	145.19048	56.04881	94.72143	181.17381	57.75476	88.02024	104.97619	102.18452	59.80952	68.37262	126.63929	158.96071	99.3119	80.31905
Gene1643	145.025	94.01875	11.74875	33.93125	53.15875	101.9275	69.3675	138.74125	17.795	16.4675	70.99125	12.54125	114.3125	64.2375	183.01125	107.17125	139.015	166.1375	127.79625	156.135	127.80875	122.56	47.535	56.3875	90.75125	120.2475	97.79625	291.65125	301.47625	222.85875	306.14375	38.61875	41.00125	181.4475	222.4125	89.665	229.26875	98.78625	99.05125	89.92125	176.55875	54.98375	108.7975	80.38625	250.20875	168.26375	420.40625	133.57875	69.10875	30.45625	228.87875	273.0325	236.21375	89.34	20.03125	81.39875	84.03	123.04	157.5275	190.4625	131.60375	58.305
Gene1644	168.535	183.6425	13.81125	73.82125	159.8725	100.51375	77.8375	317.90125	567.42	91.905	348.8625	194.61	53.77375	164.015	196.2475	23.57375	155.65375	151.49125	172.2625	81.48125	115.2075	136.4325	76.31875	98.8425	81.33125	52.64375	51.95	105.3525	155.26625	132.88125	184.77375	45.425	41.9275	86.8075	69.41375	14.045	91.13875	29.265	109.635	109.9575	48.44125	11.74125	162.04625	174.49375	247.98375	143.60625	134.46375	204.44	97.69125	132.67625	130.99	113.4575	72.655	93.91125	41.52125	78.51	17.4925	56.91875	211.2125	122.79625	52.3175	157.04
Gene1645	49.6825	58.07875	39.015	15.48875	126.6625	96.24875	34.64875	13.57125	13.2625	45.55875	134.32	11.7125	56.27875	83.35625	158.28875	161.06125	53.415	139.24125	83.185	76.13875	110.14125	47.21875	49.195	62.29875	48.535	79.065	67.6325	171.39	204.12625	108.83875	95.30875	88.00375	55.42875	118.62625	38.245	58.53125	92.77875	51.3075	77.845	70.61875	29.86125	65.54	64.28875	140.97375	203.05	225.8325	60.2675	65.53875	42.11125	20.2875	41.4325	101.7425	60.20125	16.605	66.1025	45.17875	51.81375	26.02375	71.28	68.175	65.14	328.76375
Gene1646	392.54125	194.9875	58.25625	64.99	150.635	299.915	50.115	11.6875	44.37	66.55875	257.10375	30.62625	297.85375	423.41875	575.59875	768.99125	186.58375	234.95875	497.62375	423.87375	312.18	220.8	31.17	170.41375	209.2825	274.6975	258.8525	484.3775	399.035	307.085	430.56875	100.79625	125.42375	673.55375	138.115	274.87875	510.93375	154.2825	129.73375	307.51125	432.7325	123.55875	151.65625	307.68	474.335	394.8475	711.53125	134.3575	429.15625	17.32875	118.38	308.455	303.805	93.54875	187.02	285.39375	756.565	363.7525	251.9575	279.93625	202.8675	252.02625
Gene1647	140.3925	35.3025	33.78375	40.145	181.3375	74.81125	35.14625	52.10875	22.0675	80.75625	259.43	16.35625	111.685	209.65625	452.7675	527.35375	164.355	37.3025	114.045	75.37875	43.62125	17.855	21.815	35.6575	109.77875	124.22375	94.5625	117.36	243.3275	193.91125	127.22125	185.67375	91.83875	180.8975	52.5425	68.37	206.56875	85.26375	86.32625	11.65875	26.00625	50.35	28.40875	295.835	717.3625	247.5225	544.425	19.58	56.86875	11.88	17.1	72.61875	46.1975	13.87	55.24375	22.175	48.9475	21.6525	111.5775	94.85	32.18625	231.0775
Gene1648	61.235	38.91375	26.5375	43.4175	40.425	67.86625	35.55125	34.00625	11.64875	45.8075	21.11375	14.24375	84.775	108.97375	152.70375	82.78125	109.4375	77.99875	142.5425	194.085	68.11375	87.5075	87.39875	24.0775	194.6325	75.37125	40.515	262.09875	124.17125	134.84625	190.82625	71.14	119.3775	226.78875	93.12375	159.03875	101.85375	185.8775	98.16375	216.5175	56.5425	62.57125	113.53125	466.94125	177.72125	599.72625	623.8125	54.7875	30.69875	51.00125	191.965	565.7125	147.21625	107.31375	92.0075	98.77875	72.06125	75.105	214.375	101.6725	159.6125	270.85875
Gene1649	856.41625	121.3325	106.44375	236.03	68.405	427.6475	163.09625	314.57	70.405	96.61	212.6	38.1475	470.4475	324.0675	828.9675	423.5425	360.61625	374.58875	766.28875	54.05	411.69625	357.78625	30.89375	23.67875	101.90375	18.9	236.3475	1160.325	136.52	1167.8462	290.595	92.55375	58.86875	103.275	275.1325	215.5875	104.495	45.32625	68.41125	363.4625	156.04	68.3925	35.7075	420.53375	678.33875	718.1325	42.91125	119.31375	300.77375	16.8575	766.32375	557.105	101.925	28.00375	39.64125	273.08125	155.03625	70.6175	54.3825	11.6475	83.2775	38.86
Gene1650	295.60125	25.335	53.415	36.52375	166.89	127.21	125.6375	52.63125	71.545	143.14	222.23125	38.72875	185.28375	156.755	635.6425	330.02625	232.01375	137.50625	150.49625	258.18	285.61375	162.54625	204.09625	11.63	160.3925	413.6225	307.0275	417.09625	1327.0562	493.1725	358.8375	338.0075	193.255	532.5125	140.015	171.09	515.71625	341.95875	251.1375	462.9825	118.17875	72.68	56.13875	580.72875	512.5075	523.2525	517.045	144.635	294.74375	171.20625	50.02375	355.71625	106.91	41.33	115.935	174.05625	88.80125	134.025	173.34375	204.44875	141.0375	1009.34
Gene1651	193.74625	68.94375	30.9875	59.13625	46.31375	136.9075	54.43	30.73875	57.0625	33.7325	176.3225	11.58625	29.03375	136.77625	281.3175	102.11	80.6475	83.80875	55.265	86.65	87.6475	87.39625	29.14875	52.93625	63.085	152.44625	76.205	269.97625	308.8025	234.88	119.30125	167.23	143.875	146.43125	184.38125	85.85875	144.91875	70.2025	83.47375	225.6175	79.63125	83.9	84.1425	526.77375	246.85	578.5375	431.44375	233.1825	80.13625	59.73375	72.09625	176.6625	105.64375	67.8925	44.34	45.5875	57.125	43.265	129.31	243.94	107.955	210.05125
Gene1652	267.91562	82.0375	74.1375	182.2375	155.11875	338.275	99.45625	65.65937	143.06875	80.15313	229.83438	32.40937	71.94062	229.35625	468.47813	181.2	101.61562	122.45313	138.36563	182.15938	189.01875	183.19062	42.05625	48.89063	226.95625	163.54688	155.05312	254.80625	412.425	469.59375	297.65625	306.6125	141.19688	178.53125	249.57813	156.7625	213.7375	145.3	111.86562	189.49063	84.7	225.80937	113.2625	678.34375	463.41562	677.5875	363.47187	223.7375	161.075	144.34687	388.30625	359.14062	107.55625	170.95937	115.42188	130.06875	11.58438	93.45313	167.74688	316.79375	258.7625	479.23438
Gene1653	286.68167	150.87333	14.81333	51.41	35.93	124.72	144.67667	517.46	34.55833	11.575	199.11167	15.85333	59.17	105.47333	260.37167	160.62333	61.75	45.42167	200.9	59.85167	152.14833	31.24167	31.57167	70.29333	130.84167	121.96	112.95167	276.35167	194.49333	150.76667	250.55667	44.425	47.55	96.31667	147.63333	80.385	94.385	84.14333	92.04667	105.65667	90.285	85.66667	190.015	107.495	333.01333	60.92	135.11	79.30167	20.195	27.01667	108.67	150.53667	98.51	59.765	13.945	39.67	66.65833	83.94167	171.33	141.36167	61.83833	25.90667
Gene1654	66.37875	37.5475	75.53125	52.2	137.37	89.8875	32.68625	11.5675	68.2625	96.05375	65.8725	34.6725	120.33625	165.58125	217.4825	129.69375	25.555	126.99625	97.64	115.17	40.8025	112.55875	94.21375	18.91125	112.04625	48.5975	51.6625	153.22625	86.70125	126.95125	95.24	75.62625	68.53	101.1625	34.92375	87.79375	81.71375	87.42	79.6	63.15	40.16	47.33875	76.81125	148.49625	240.7075	223.41875	202.38875	80.1975	96.60125	59.0175	152.09625	278.19625	80.60125	87.79625	84.55875	44.6025	56.415	29.345	33.33875	52.4175	104.13625	207.7
Gene1655	237.9575	179.275	106.455	276.93875	292.0725	365.51625	47.62875	89.2525	116.0275	205.38625	286.21375	41.80375	28.8125	86.49375	157.58625	106.655	42.3225	38.2025	11.55875	44.86875	64.41125	34.95	34.57	169.2425	81.3875	60.36	85.35375	104.6175	206.22625	174.185	23.38	114.78875	86.78125	75.0025	86.65625	90.77625	260.73875	39.87875	68.1825	35.46375	39.35875	421.645	178.31125	200.18375	181.30875	117.01875	122.8	233.4925	45.52	85.27125	476.51375	90.715	58.11375	160.45875	104.66375	25.65625	69.2425	64.75625	81.92375	329.4025	13.1475	414.62375
Gene1656	127.1631	29.06548	44.85476	74.35357	197.13452	154.55833	34.82262	13.6131	18.28929	123.14881	92.18333	11.51191	102.59405	192.90357	298.025	332.8119	163.02262	109.72381	150.87738	139.03333	197.86071	127.75238	39.97262	40.07857	113.06429	93.96548	81.71071	155.13333	302.67619	155.925	211.85595	74.42024	88.44643	138.61667	49.14524	72.53452	207.19048	63.12024	57.06667	101.54762	37.94524	72.60476	51.33333	177.33095	403.64881	214.10238	447.26667	71.57381	180.01905	34.12262	57.66905	124.86667	53.52857	41.79643	121.86548	111.03095	106.1381	51.47738	101.65119	102.94286	75.95	375.83333
Gene1657	327.56786	121.17024	80.27738	178.725	110.20119	224.26786	126.58333	24.15238	217.34167	128.0369	298.89167	74.12381	66.55	238.81786	178.84881	308.8119	91.02976	43.20833	71.38452	18.17024	221.99881	66.18929	97.90714	46.02381	89.10119	59.91905	127.79167	126.19524	233.45	311.31786	129.92024	145.71429	92.87738	82.82143	138.26786	67.30714	49.83929	134.0631	105.78452	43.74167	38.80595	112.5619	110.8619	251.02381	909.95	487.38214	167.97143	149.35119	127.07976	65.55952	91.24762	240.03571	53.76548	59.13452	46.11905	58.67619	37.29405	33.74167	22.42381	146.16786	11.48929	151.5
Gene1658	112.3725	48.12875	38.3075	34.30875	175.29125	128.22375	33.30375	32.10625	24.34375	66.32375	132.03125	28.21625	104.7125	78.325	93.2775	254.43125	132.16375	146.24875	82.70625	100.18	134.5775	79.82375	83.38625	33.4175	83.54625	73.79875	72.48	93.0625	151.13375	143.25375	137.60875	105.85	63.14	105.29125	46.29625	50.85375	99.15125	40.1075	55.92	33.6575	40.33625	70.5825	62.30875	247.13625	274.04375	50.16375	195.66125	33.1925	87.98875	44.3225	84.38875	129.7375	54.50625	11.485	76.92875	72.90875	85.545	27.5525	72.735	65.6275	52.155	300.3325
Gene1659	73.60875	43.7525	83.87375	67.54375	111.68375	104.7475	53.63	49.47125	30.6225	127.0025	77.86	11.4825	108.53	300.05625	373.78125	288.56875	187.17	249.46625	254.82875	675.985	192.88125	172.4925	99.64875	50.25875	200.69875	198.3975	123.4125	184.27125	173.34	113.66	146.08	168.8675	217.38	375.8575	153.4425	270.48	209.9075	283.52125	220.79375	392.36375	182.98	113.8725	265.0625	696.085	288.4525	1247.2162	718.55875	123.4275	114.37375	55.42875	243.87375	712.0725	278.37125	205.0375	161.56625	273.08625	277.01375	124.36125	173.47	93.27625	230.325	425.35
